Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202509400006,RDBOA,2025/2026,,2025-04-03,097,01,1,,,DR,47427181.43,JND,3,202509300151226,
202509400007,JVLVP,2025/2026,,2025-04-03,097,01,1,,,DR,3025785087.11,JML,2,202509300151221,
202509400008,ADEPT,2025/2026,,2025-04-03,014,01,1,,0140817,DR,2000.00,COK,1,202509300151190,
202509400009,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147000,DR,889.96,COK,1,202509300151191,
202509400010,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147002,DR,1866.30,COK,2,202509300151192,
202509400011,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147003,DR,1476.99,COK,1,202509300151193,
202509400012,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147004,DR,20058.87,COK,20,202509300151194,
202509400013,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147005,DR,11897.05,COK,16,202509300151195,
202509400014,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147006,DR,1490.10,COK,1,202509300151196,
202509400015,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147007,DR,2407.20,COK,2,202509300151197,
202509400016,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147008,DR,691.00,COK,1,202509300151198,
202509400017,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147009,DR,2651.44,COK,3,202509300151199,
202509400018,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147010,DR,535.67,COK,1,202509300151200,
202509400019,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147011,DR,1031.36,COK,2,202509300151201,
202509400020,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147016,DR,272.58,COK,1,202509300151202,
202509400021,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147020,DR,1055.66,COK,2,202509300151203,
202509400022,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147022,DR,1765.14,COK,2,202509300151204,
202509400023,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147023,DR,295.58,COK,1,202509300151205,
202509400024,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147025,DR,5586.39,COK,7,202509300151206,
202509400025,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147026,DR,4130.66,COK,6,202509300151207,
202509400026,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147027,DR,3691.18,COK,5,202509300151209,
202509400027,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147028,DR,829.42,COK,1,202509300151210,
202509400028,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147029,DR,644.66,COK,1,202509300151211,
202509400029,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147030,DR,3817.62,COK,4,202509300151212,
202509400030,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147031,DR,2621.59,COK,5,202509300151213,
202509400031,ADEPT,2025/2026,,2025-04-03,014,01,1,,0147036,DR,119.50,COK,2,202509300151214,
202509400032,ADEPT,2025/2026,,2025-04-03,014,01,1,,0148455,DR,358.00,COK,1,202509300151215,
202509400033,ADEPT,2025/2026,,2025-04-03,014,01,1,,0148460,DR,843.00,COK,2,202509300151216,
202509400034,ADEPT,2025/2026,,2025-04-03,079,01,1,,0794223,DR,1682.46,COK,1,202509300151218,
202509400035,ADEPT,2025/2026,,2025-04-03,122,01,1,,1220381,DR,1375.00,COK,1,202509300151234,
202509400036,ADEPT,2025/2026,,2025-04-03,122,01,1,,1220382,DR,4838.31,COK,4,202509300151235,
202509400037,ADEPT,2025/2026,,2025-04-03,122,01,1,,1220383,DR,4949.80,COK,3,202509300151236,
202509400038,ADEPT,2025/2026,,2025-04-03,122,01,1,,1220580,DR,149.04,COK,2,202509300151237,
202509400039,ADEPT,2025/2026,,2025-04-03,122,01,1,,1220581,DR,187.07,COK,3,202509300151238,
202509400040,ADEPT,2025/2026,,2025-04-03,122,01,1,,1220591,DR,52.65,COK,1,202509300151239,
202509400041,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221490,DR,371.00,COK,3,202509300151240,
202509400042,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221491,DR,3016.64,COK,3,202509300151241,
202509400043,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221492,DR,74.22,COK,1,202509300151242,
202509400044,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221493,DR,769.76,COK,5,202509300151243,
202509400045,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221494,DR,1632.74,COK,16,202509300151244,
202509400046,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221495,DR,103.54,COK,1,202509300151245,
202509400047,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221497,DR,763.03,COK,6,202509300151246,
202509400048,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221500,DR,684.56,COK,6,202509300151247,
202509400049,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221570,DR,253.00,COK,1,202509300151248,
202509400050,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221586,DR,129.87,COK,1,202509300151250,
202509400051,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221589,DR,142.00,COK,1,202509300151251,
202509400052,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221887,DR,4511.34,COK,6,202509300151252,
202509400053,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221888,DR,27.09,COK,1,202509300151253,
202509400054,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221890,DR,12212.06,COK,7,202509300151254,
202509400055,ADEPT,2025/2026,,2025-04-03,122,01,1,,1221910,DR,500.00,COK,1,202509300151255,
202509400056,ADEPT,2025/2026,,2025-04-03,122,01,1,,1223704,DR,636.38,COK,4,202509300151257,
202509400057,ADEPT,2025/2026,,2025-04-03,122,01,1,,1224390,DR,420.00,COK,1,202509300151258,
202509400058,ADEPT,2025/2026,,2025-04-03,122,01,1,,1224394,DR,538.25,COK,4,202509300151260,
202509400059,ADEPT,2025/2026,,2025-04-03,122,01,1,,1224395,DR,1986.00,COK,1,202509300151261,
202509400060,ADEPT,2025/2026,,2025-04-03,122,01,1,,1224396,DR,482.00,COK,4,202509300151262,
202509400061,ADEPT,2025/2026,,2025-04-03,122,01,1,,1228800,DR,100.00,COK,1,202509300151263,
202509400062,ADEPT,2025/2026,,2025-04-03,122,01,1,,1228891,DR,407.65,COK,1,202509300151264,
202509400063,AFDEP,2025/2026,,2025-04-03,014,01,1,,0147026,DR,105.39,COL,1,202509300151208,
202509400064,DOMFR,2025/2026,,2025-04-03,014,01,1,,0147010,CR,247.46,COK,1,202509300151200,
202509400065,DOMFR,2025/2026,,2025-04-03,014,01,1,,0147028,CR,156.38,COK,1,202509300151210,
202509400066,DOMFR,2025/2026,,2025-04-03,014,01,1,,0147029,CR,314.27,COK,1,202509300151211,
202509400067,DOMFR,2025/2026,,2025-04-03,014,01,1,,0148460,CR,1113.00,COK,1,202509300151216,
202509400068,DOMFR,2025/2026,,2025-04-03,021,01,1,,0210132,CR,1888.49,COK,1,202509300151217,
202509400069,DOMFR,2025/2026,,2025-04-03,122,01,1,,1221585,CR,193.00,COK,1,202509300151249,
202509400070,DOMFR,2025/2026,,2025-04-03,122,01,1,,1222512,CR,4082.26,COK,1,202509300151256,
202509400071,DOMFR,2025/2026,,2025-04-03,122,01,1,,1224391,CR,247.50,COK,1,202509300151259,
202509400072,DOMFR,2025/2026,,2025-04-03,122,01,1,,1224394,CR,247.50,COK,1,202509300151260,
202509400073,DOMFR,2025/2026,,2025-04-03,122,01,1,,1224395,CR,122.00,COK,1,202509300151261,
202509400074,JVEFI,2025/2026,,2025-04-04,025,01,1,,0250000,DR,1145.66,CMC,2,202509400151298,
202509400075,JVEFI,2025/2026,,2025-04-04,047,01,1,,0470470,CR,566.85,CMC,1,202509400151300,
202509400076,JVEFI,2025/2026,,2025-04-04,088,01,1,,0880880,DR,2453.50,CMC,1,202509400151301,
202509400077,JVEFI,2025/2026,,2025-04-04,127,01,1,,1278151,CR,5292.54,CMC,1,202509400151334,
202509400078,JVEFI,2025/2026,,2025-04-04,136,01,1,,1362025,CR,521.32,CMC,1,202509400151335,
202509400079,JVEFI,2025/2026,,2025-04-04,165,01,1,,1651651,CR,4317.00,CMC,1,202509400151336,
202509400080,JVEFI,2025/2026,,2025-04-04,005,01,1,,0050050,CR,2226.93,CMC,3,202509400151265,
202509400081,JVEFI,2025/2026,,2025-04-04,005,01,1,,0050054,CR,27394.03,CMC,18,202509400151266,
202509400082,JVEFI,2025/2026,,2025-04-04,018,01,1,,0180100,DR,549.88,CMC,1,202509400151285,
202509400083,JVEFI,2025/2026,,2025-04-04,018,01,1,,0180117,CR,545.55,CMC,1,202509400151286,
202509400084,JVEFI,2025/2026,,2025-04-04,018,01,1,,0180125,CR,5245.17,CMC,3,202509400151287,
202509400085,JVEFI,2025/2026,,2025-04-04,018,01,1,,0181941,CR,5652.57,CMC,2,202509400151288,
202509400086,JVEFI,2025/2026,,2025-04-04,018,01,1,,0182182,CR,2428.37,CMC,1,202509400151289,
202509400087,JVEFI,2025/2026,,2025-04-04,018,01,1,,0182184,DR,524.89,CMC,3,202509400151290,
202509400088,JVEFI,2025/2026,,2025-04-04,018,01,1,,0183330,DR,655.46,CMC,1,202509400151291,
202509400089,JVEFI,2025/2026,,2025-04-04,018,01,1,,0186369,CR,4334058.54,CMC,5,202509400151292,
202509400090,JVEFI,2025/2026,,2025-04-04,018,01,1,,0189520,DR,155548.52,CMC,1,202509400151293,
202509400091,JVEFI,2025/2026,,2025-04-04,005,01,1,,0050050,CR,1485.37,CMC,1,202509400151265,
202509400092,JVEFI,2025/2026,,2025-04-04,005,01,1,,0050054,DR,900.03,CMC,9,202509400151266,
202509400093,JVEFI,2025/2026,,2025-04-04,007,01,1,,0070099,CR,6978.15,CMC,1,202509400151272,
202509400094,JVEFI,2025/2026,,2025-04-04,018,01,1,,0180001,CR,1204.62,CMC,1,202509400151284,
202509400095,JVEFI,2025/2026,,2025-04-04,018,01,1,,0182184,CR,44536.19,CMC,2,202509400151290,
202509400096,JVEFI,2025/2026,,2025-04-04,018,01,1,,0186369,CR,88021.56,CMC,3,202509400151292,
202509400097,JVEFI,2025/2026,,2025-04-04,022,01,1,,0229000,CR,4955.11,CMC,2,202509400151297,
202509400098,JVEFI,2025/2026,,2025-04-04,034,01,1,,0340051,DR,1582.15,CMC,1,202509400151299,
202509400099,JVEFI,2025/2026,,2025-04-04,165,01,1,,1651651,CR,7581.96,CMC,2,202509400151336,
202509400100,JVFID,2025/2026,,2025-04-04,097,01,1,,,DR,8273.53,JMU,1,202509400151307,
202509400101,JVFIR,2025/2026,,2025-04-04,097,01,1,,,DR,11163239.43,JMT,1,202509400151306,
202509400102,JVFIR,2025/2026,,2025-04-04,097,01,1,,,DR,535526380.10,JMT,1,202509400151306,
202509400103,JVFIR,2025/2026,,2025-04-04,097,01,1,,,DR,15529323.66,JMT,1,202509400151306,
202509400104,JVFRD,2025/2026,,2025-04-03,097,01,1,,,DR,3716.67,JMV,1,202509300151223,
202509400105,JVIVI,2025/2026,,2025-04-04,006,01,1,,0060000,CR,7523.93,CMD,3,202509400151267,
202509400106,JVIVR,2025/2026,,2025-04-03,006,01,1,,0060000,DR,9.11,CMF,1,202509300151186,
202509400107,JVRFI,2025/2026,,2025-04-04,097,01,1,,,DR,876.77,JMW,1,202509400151308,
202509400108,TDINT,2025/2026,,2025-04-03,006,01,1,,0060000,CR,225424.65,COQ,3,202509300151189,
202509400109,TI001,2025/2026,,2025-04-03,097,01,1,,,DR,200000000.00,JOM,1,202509300151227,
202509400110,TI002,2025/2026,,2025-04-03,097,01,1,,,DR,2805491000.00,JON,3,202509300151228,
202509400111,TI010,2025/2026,,2025-04-03,097,01,1,,,DR,2641509000.00,JOL,1,202509300151219,
202509400112,TI219,2025/2026,,2025-04-03,097,01,1,,,DR,600000000.00,JOS,3,202509300151229,
202509400113,TI999,2025/2026,,2025-04-03,097,01,1,,,DR,2000000000.00,JOY,1,202509300151230,
202509400114,TM002,2025/2026,,2025-04-03,097,01,1,,,DR,1100000000.00,JPF,1,202509300151232,
202509400115,TM010,2025/2026,,2025-04-03,097,01,1,,,DR,1100000000.00,JPD,1,202509300151231,
202509400116,TM219,2025/2026,,2025-04-03,097,01,1,,,DR,800000000.00,JPK,1,202509300151233,
202509400117,RGEPA,2025/2026,,2025-04-03,097,01,1,,,DR,2198600747.58,JMZ,1,202509300151225,
202509700000,RDSDT,2024/2025,,2025-04-07,097,12,1,3615000,,DR,275265.41,JNE,1,202509700151183,
202509700001,RCDSP,2024/2025,,2025-04-07,006,12,1,3961000,0060000,CR,84630865.74,CNU,1,202509700151182,
202509700002,RCDCP,2024/2025,,2025-04-07,006,12,1,3961000,0060000,DR,1210011.42,CNS,1,202509700151181,
202509700003,RCDSP,2025/2026,,2025-04-07,006,01,1,3961000,0060000,DR,84630865.74,CNU,1,202509700151466,61000
202509700004,RCDCP,2025/2026,,2025-04-07,006,01,1,3961000,0060000,CR,1210011.42,CNS,1,202509700151465,61000
202509700005,EPAYR,2025/2026,,2025-04-04,097,01,1,,,DR,6204181.42,JMR,12,202509400151305,
202509700006,JVBDP,2025/2026,,2025-04-04,097,01,1,,,DR,9351416692.38,JMY,68,202509400151309,
202509700007,JVBRT,2025/2026,,2025-04-04,006,01,1,,0060000,DR,73720000.00,CMT,1,202509400151270,
202509700008,JVRDI,2025/2026,,2025-04-04,006,01,1,,0060000,DR,148662.53,CMI,9,202509400151269,
202509700009,JVRGI,2025/2026,,2025-04-04,097,01,1,,,DR,3710562762.81,JMG,66,202509400151303,
202509700010,RDBOA,2025/2026,,2025-04-04,097,01,1,,,DR,557831767.52,JND,3,202509400151311,
202509700011,JVLVP,2025/2026,,2025-04-04,097,01,1,,,DR,1757691549.04,JML,2,202509400151304,
202509700012,ADEPT,2025/2026,,2025-04-04,014,01,1,,0147004,DR,727.67,COK,1,202509400151273,
202509700013,ADEPT,2025/2026,,2025-04-04,014,01,1,,0147005,DR,5048.78,COK,4,202509400151274,
202509700014,ADEPT,2025/2026,,2025-04-04,014,01,1,,0147006,DR,800.44,COK,1,202509400151275,
202509700015,ADEPT,2025/2026,,2025-04-04,014,01,1,,0147025,DR,442.55,COK,1,202509400151277,
202509700016,ADEPT,2025/2026,,2025-04-04,014,01,1,,0147027,DR,3116.53,COK,2,202509400151278,
202509700017,ADEPT,2025/2026,,2025-04-04,014,01,1,,0147028,DR,2500.00,COK,1,202509400151279,
202509700018,ADEPT,2025/2026,,2025-04-04,014,01,1,,0147031,DR,1132.39,COK,2,202509400151280,
202509700019,ADEPT,2025/2026,,2025-04-04,014,01,1,,0148455,DR,459.00,COK,1,202509400151281,
202509700020,ADEPT,2025/2026,,2025-04-04,014,01,1,,0148460,DR,1026.00,COK,1,202509400151282,
202509700021,ADEPT,2025/2026,,2025-04-04,014,01,1,,0148488,DR,1000.00,COK,1,202509400151283,
202509700022,ADEPT,2025/2026,,2025-04-04,021,01,1,,0210132,DR,2075.50,COK,1,202509400151294,
202509700023,ADEPT,2025/2026,,2025-04-04,021,01,1,,0210401,DR,70.88,COK,1,202509400151295,
202509700024,ADEPT,2025/2026,,2025-04-04,021,01,1,,0210409,DR,2326.61,COK,1,202509400151296,
202509700025,ADEPT,2025/2026,,2025-04-04,122,01,1,,1220382,DR,8415.41,COK,5,202509400151320,
202509700026,ADEPT,2025/2026,,2025-04-04,122,01,1,,1220581,DR,417.22,COK,5,202509400151321,
202509700027,ADEPT,2025/2026,,2025-04-04,122,01,1,,1220583,DR,345.00,COK,1,202509400151322,
202509700028,ADEPT,2025/2026,,2025-04-04,122,01,1,,1221494,DR,253.75,COK,2,202509400151323,
202509700029,ADEPT,2025/2026,,2025-04-04,122,01,1,,1221570,DR,51.30,COK,1,202509400151324,
202509700030,ADEPT,2025/2026,,2025-04-04,122,01,1,,1221594,DR,564.88,COK,1,202509400151325,
202509700031,ADEPT,2025/2026,,2025-04-04,122,01,1,,1221887,DR,545.23,COK,1,202509400151326,
202509700032,ADEPT,2025/2026,,2025-04-04,122,01,1,,1222509,DR,379.01,COK,1,202509400151328,
202509700033,ADEPT,2025/2026,,2025-04-04,122,01,1,,1224391,DR,1421.00,COK,1,202509400151329,
202509700034,ADEPT,2025/2026,,2025-04-04,122,01,1,,1224394,DR,940.00,COK,6,202509400151330,
202509700035,ADEPT,2025/2026,,2025-04-04,122,01,1,,1224395,DR,24.80,COK,1,202509400151331,
202509700036,ADEPT,2025/2026,,2025-04-04,122,01,1,,1224794,DR,164.50,COK,1,202509400151332,
202509700037,ADEPT,2025/2026,,2025-04-04,122,01,1,,1224796,DR,164.50,COK,1,202509400151333,
202509700038,AFDEP,2025/2026,,2025-04-04,014,01,1,,0147012,DR,200.11,COL,1,202509400151276,
202509700039,DOMFR,2025/2026,,2025-04-04,014,01,1,,0147027,CR,1619.99,COK,1,202509400151278,
202509700040,DOMFR,2025/2026,,2025-04-04,122,01,1,,1222490,CR,438.19,COK,1,202509400151327,
202509700041,JVEFI,2025/2026,,2025-04-07,007,01,1,,0070099,CR,786.97,CMC,1,202509700151345,
202509700042,JVEFI,2025/2026,,2025-04-07,035,01,1,,0350000,CR,4882.69,CMC,2,202509700151385,
202509700043,JVEFI,2025/2026,,2025-04-07,119,01,1,,1190001,DR,55530.50,CMC,1,202509700151404,
202509700044,JVEFI,2025/2026,,2025-04-07,005,01,1,,0050050,CR,5994.66,CMC,2,202509700151338,
202509700045,JVEFI,2025/2026,,2025-04-07,005,01,1,,0050054,CR,10319.00,CMC,5,202509700151339,
202509700046,JVEFI,2025/2026,,2025-04-07,018,01,1,,0180045,CR,13358.00,CMC,1,202509700151366,
202509700047,JVEFI,2025/2026,,2025-04-07,018,01,1,,0180107,CR,1542.37,CMC,1,202509700151367,
202509700048,JVEFI,2025/2026,,2025-04-07,018,01,1,,0180125,CR,7099.62,CMC,7,202509700151368,
202509700049,JVEFI,2025/2026,,2025-04-07,018,01,1,,0182182,CR,57227.39,CMC,4,202509700151369,
202509700050,JVEFI,2025/2026,,2025-04-07,018,01,1,,0182183,CR,126269.76,CMC,1,202509700151370,
202509700051,JVEFI,2025/2026,,2025-04-07,018,01,1,,0182184,CR,467986.58,CMC,4,202509700151371,
202509700052,JVEFI,2025/2026,,2025-04-07,018,01,1,,0182203,CR,9042.03,CMC,2,202509700151372,
202509700053,JVEFI,2025/2026,,2025-04-07,018,01,1,,0183048,CR,1974.38,CMC,2,202509700151374,
202509700054,JVEFI,2025/2026,,2025-04-07,018,01,1,,0183330,DR,3142.25,CMC,2,202509700151375,
202509700055,JVEFI,2025/2026,,2025-04-07,018,01,1,,0186369,CR,533735.64,CMC,3,202509700151376,
202509700056,JVEFI,2025/2026,,2025-04-07,018,01,1,,0188407,CR,3225.17,CMC,4,202509700151377,
202509700057,JVEFI,2025/2026,,2025-04-07,018,01,1,,0189518,CR,2276.20,CMC,1,202509700151378,
202509700058,JVEFI,2025/2026,,2025-04-07,018,01,1,,0189520,CR,5807.16,CMC,1,202509700151379,
202509700059,JVEFI,2025/2026,,2025-04-07,018,01,1,,0189999,CR,5020.85,CMC,1,202509700151380,
202509700060,JVEFI,2025/2026,,2025-04-07,001,01,1,,0012020,CR,749.96,CMC,1,202509700151337,
202509700061,JVEFI,2025/2026,,2025-04-07,005,01,1,,0050054,CR,6863.21,CMC,6,202509700151339,
202509700062,JVEFI,2025/2026,,2025-04-07,018,01,1,,0182184,CR,26660.45,CMC,5,202509700151371,
202509700063,JVEFI,2025/2026,,2025-04-07,018,01,1,,0182481,CR,586.76,CMC,1,202509700151373,
202509700064,JVEFI,2025/2026,,2025-04-07,018,01,1,,0186369,CR,13801.68,CMC,2,202509700151376,
202509700065,JVEFI,2025/2026,,2025-04-07,022,01,1,,0229000,CR,716.30,CMC,1,202509700151382,
202509700066,JVEFI,2025/2026,,2025-04-07,030,01,1,,0301612,CR,574.01,CMC,1,202509700151383,
202509700067,JVEFI,2025/2026,,2025-04-07,030,01,1,,0301901,CR,781.48,CMC,1,202509700151384,
202509700068,JVEFI,2025/2026,,2025-04-07,086,01,1,,0860100,DR,1498.30,CMC,1,202509700151386,
202509700069,JVEFI,2025/2026,,2025-04-07,165,01,1,,1651651,DR,19114.57,CMC,2,202509700151436,
202509700070,JVFID,2025/2026,,2025-04-07,097,01,1,,,DR,39406.03,JMU,1,202509700151391,
202509700071,JVFIR,2025/2026,,2025-04-07,097,01,1,,,DR,17868046.96,JMT,1,202509700151390,
202509700072,JVFIR,2025/2026,,2025-04-07,097,01,1,,,DR,95552980.39,JMT,1,202509700151390,
202509700073,JVFIR,2025/2026,,2025-04-07,097,01,1,,,DR,9388735.73,JMT,1,202509700151390,
202509700074,JVIVI,2025/2026,,2025-04-07,006,01,1,,0060000,CR,11670.50,CMD,3,202509700151340,
202509700075,JVIVR,2025/2026,,2025-04-04,006,01,1,,0060000,DR,17.97,CMF,1,202509400151268,
202509700076,JVRFI,2025/2026,,2025-04-04,097,01,1,,,DR,6433.01,JMW,1,202509400151308,
202509700077,TDINT,2025/2026,,2025-04-04,006,01,1,,0060000,CR,148825.21,COQ,3,202509400151271,
202509700078,TI001,2025/2026,,2025-04-04,097,01,1,,,DR,200000000.00,JOM,1,202509400151312,
202509700079,TI002,2025/2026,,2025-04-04,097,01,1,,,DR,1800000000.00,JON,1,202509400151313,
202509700080,TI010,2025/2026,,2025-04-04,097,01,1,,,DR,2000000000.00,JOL,1,202509400151302,
202509700081,TI219,2025/2026,,2025-04-04,097,01,1,,,DR,153000000.00,JOS,2,202509400151314,
202509700082,TI815,2025/2026,,2025-04-04,097,01,1,,,DR,500000000.00,JOT,1,202509400151315,
202509700083,TI999,2025/2026,,2025-04-04,097,01,1,,,DR,800000000.00,JOY,1,202509400151316,
202509700084,TM001,2025/2026,,2025-04-04,097,01,1,,,DR,200000000.00,JPE,1,202509400151317,
202509700085,TM002,2025/2026,,2025-04-04,097,01,1,,,DR,1647000000.00,JPF,1,202509400151318,
202509700086,TM219,2025/2026,,2025-04-04,097,01,1,,,DR,153000000.00,JPK,1,202509400151319,
202509800000,CRCPA,2025/2026,,2025-04-08,001,01,1,8761000,0010000,DR,627.72,COK,1,202509800151438,
202509800001,ITDOY,2024/2025,,2025-04-08,006,12,1,836B000,0060000,CR,2257260.26,CNO,1,202509800151184,
202509800002,AOYTI,2024/2025,,2025-04-08,097,12,1,3516001,,DR,2257260.26,JNN,1,202509800151185,
202509800003,ITDOY,2025/2026,,2025-04-08,006,01,1,836B000,0060000,DR,2257260.26,CNO,1,202509800151441,
202509800004,AOYTI,2025/2026,,2025-04-08,097,01,1,3516001,,CR,2257260.26,JNN,1,202509800151458,
202509800006,EPAYR,2025/2026,,2025-04-07,097,01,1,,,DR,5505365.19,JMR,13,202509700151389,
202509800007,JVBDP,2025/2026,,2025-04-07,097,01,1,,,DR,2901766353.08,JMY,71,202509700151393,
202509800008,JVBRT,2025/2026,,2025-04-07,006,01,1,,0060000,DR,13370000.00,CMT,1,202509700151343,
202509800009,JVRDI,2025/2026,,2025-04-07,006,01,1,,0060000,DR,179431.85,CMI,18,202509700151342,
202509800010,JVRGI,2025/2026,,2025-04-07,097,01,1,,,DR,2882775673.38,JMG,33,202509700151387,
202509800011,RDBOA,2025/2026,,2025-04-07,097,01,1,,,DR,121570095.88,JND,3,202509700151395,
202509800012,JVLVP,2025/2026,,2025-04-07,097,01,1,,,DR,404424601.62,JML,2,202509700151388,
202509800013,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147002,DR,2210.92,COK,3,202509700151346,
202509800014,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147004,DR,4913.35,COK,5,202509700151347,
202509800015,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147005,DR,4098.85,COK,4,202509700151348,
202509800016,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147006,DR,2934.20,COK,3,202509700151349,
202509800017,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147007,DR,1669.72,COK,2,202509700151350,
202509800018,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147010,DR,3208.35,COK,4,202509700151351,
202509800019,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147011,DR,2918.20,COK,2,202509700151352,
202509800020,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147020,DR,819.82,COK,1,202509700151353,
202509800021,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147022,DR,7867.03,COK,4,202509700151354,
202509800022,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147025,DR,1566.16,COK,3,202509700151355,
202509800023,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147026,DR,862.59,COK,1,202509700151356,
202509800024,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147027,DR,5119.99,COK,9,202509700151357,
202509800025,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147028,DR,416.92,COK,1,202509700151358,
202509800026,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147030,DR,5803.93,COK,6,202509700151359,
202509800027,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147031,DR,3668.06,COK,7,202509700151360,
202509800028,ADEPT,2025/2026,,2025-04-07,014,01,1,,0147036,DR,2879.53,COK,5,202509700151361,
202509800029,ADEPT,2025/2026,,2025-04-07,014,01,1,,0148444,DR,985.00,COK,1,202509700151362,
202509800030,ADEPT,2025/2026,,2025-04-07,014,01,1,,0148460,DR,3452.00,COK,3,202509700151363,
202509800031,ADEPT,2025/2026,,2025-04-07,014,01,1,,0148477,DR,233.00,COK,1,202509700151364,
202509800032,ADEPT,2025/2026,,2025-04-07,014,01,1,,0148488,DR,1198.00,COK,1,202509700151365,
202509800033,ADEPT,2025/2026,,2025-04-07,021,01,1,,0210132,DR,3019.52,COK,2,202509700151381,
202509800034,ADEPT,2025/2026,,2025-04-07,122,01,1,,1220107,DR,500.00,COK,1,202509700151405,
202509800035,ADEPT,2025/2026,,2025-04-07,122,01,1,,1220110,DR,120.00,COK,1,202509700151406,
